Term	fdr	es	nes
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	0.5702096557144729	0.27989347182924856	1.0775240581523848
negative regulation of mRNA catabolic process (GO:1902373)	0.5702719602915967	0.3624923876254952	1.0772338854826753
dolichol-linked oligosaccharide biosynthetic process (GO:0006488)	0.5712201115920831	0.3872355124431315	1.0765325638783572
axon guidance (GO:0007411)	0.5712877234222237	0.2470871452424841	1.0762042450113836
positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	0.5715419503450719	0.33908815829301076	1.0755020380285962
positive regulation of histone methylation (GO:0031062)	0.5718403205213987	0.36671720190486756	1.0756707366939522
positive regulation of receptor internalization (GO:0002092)	0.5735614333834479	0.3843164447250183	1.0738727500531198
plasma membrane bounded cell projection assembly (GO:0120031)	0.5735829948712967	0.23005363754109995	1.0741575761785631
positive regulation of telomere capping (GO:1904355)	0.573617867566741	0.38870395703031146	1.0744026270214657
neutrophil degranulation (GO:0043312)	0.5737868819726034	-0.22583876057528748	-1.1486657098779252
cation transport (GO:0006812)	0.57511415982521	-0.29594756020868385	-1.1476487150729084
positive regulation of response to DNA damage stimulus (GO:2001022)	0.5758919041249013	0.3045398424316026	1.0723978990557732
negative regulation of toll-like receptor signaling pathway (GO:0034122)	0.5766407870315438	-0.34498529610202944	-1.1457899232139284
RNA splicing, via transesterification reactions (GO:0000375)	0.5767557959175665	-0.3782117977318606	-1.146409326785957
fatty acid metabolic process (GO:0006631)	0.5781772979046687	0.2791968760370049	1.0712206334081396
positive regulation of morphogenesis of an epithelium (GO:1905332)	0.5800169413146499	0.3827442195747718	1.069595402219787
regulation of mitotic cell cycle phase transition (GO:1901990)	0.5800905010896075	-0.23982557980997285	-1.1405660311433712
protein catabolic process (GO:0030163)	0.5804936261529592	0.2948790386211619	1.0696867503763885
lipopolysaccharide-mediated signaling pathway (GO:0031663)	0.5804945025457819	-0.42649499235373994	-1.1411684097086632
neuron projection morphogenesis (GO:0048812)	0.580523309321284	0.2677506959178943	1.0687558470103855
protein dephosphorylation (GO:0006470)	0.5806973423438788	0.2473355557784404	1.0689822950297305
regulation of epithelial to mesenchymal transition (GO:0010717)	0.5809197645782694	0.28265415424345075	1.0683474914817426
natural killer cell mediated cytotoxicity (GO:0042267)	0.581103254535542	0.40647301800030994	1.0697377111803668
positive regulation of response to biotic stimulus (GO:0002833)	0.5819704236329393	-0.33665405016388517	-1.1411967971754615
innate immune response (GO:0045087)	0.5823229960723975	-0.24541871115487995	-1.141663569455972
porphyrin-containing compound biosynthetic process (GO:0006779)	0.582939253909551	-0.3681913483235162	-1.1427255614198157
positive regulation of GTPase activity (GO:0043547)	0.5830085164674399	-0.2406576582480839	-1.1420692590198624
regulation of interleukin-1 beta production (GO:0032651)	0.5830693167119972	-0.3147768460495878	-1.1387184771613397
heme biosynthetic process (GO:0006783)	0.5832042747461289	-0.3769457194404777	-1.134209242670602
chromosome condensation (GO:0030261)	0.5833009358608455	-0.33090673214206423	-1.135406630522653
regulation of mRNA stability (GO:0043488)	0.5839456895416691	0.25148029065896593	1.066644251729145
positive regulation of protein serine/threonine kinase activity (GO:0071902)	0.5840895742319346	-0.27526428221720534	-1.1344942607475526
zinc ion homeostasis (GO:0055069)	0.5841231067896461	0.38536914206411427	1.0668405486908163
response to cytokine (GO:0034097)	0.5841567477838704	-0.25162498040146963	-1.1357257507251217
positive regulation of neuron differentiation (GO:0045666)	0.5844449291525102	-0.3639766945339884	-1.1368685326451107
positive regulation of protein tyrosine kinase activity (GO:0061098)	0.5846893840740433	0.3314658313199666	1.0660446548739553
negative regulation of endopeptidase activity (GO:0010951)	0.5847204308907311	0.338982982514276	1.0657323137331647
dicarboxylic acid transport (GO:0006835)	0.5853294062724372	-0.39309721183626745	-1.135879102040805
response to calcium ion (GO:0051592)	0.5854289250432693	0.28521290077390365	1.0651368561706904
membrane assembly (GO:0071709)	0.5856347323091131	0.3316373925833666	1.0647491126657702
negative regulation of MAPK cascade (GO:0043409)	0.5857527182964877	-0.2825568901770812	-1.1369939894215717
positive regulation of cytoskeleton organization (GO:0051495)	0.5863725862149753	-0.28990498002509907	-1.1325841985677108
triglyceride metabolic process (GO:0006641)	0.5873154519645798	0.32768431417984234	1.0637827433420566
regulation of actin cytoskeleton organization (GO:0032956)	0.5882140978618892	0.2805715659957478	1.0627821577389513
RNA splicing, via endonucleolytic cleavage and ligation (GO:0000394)	0.5883509537618307	-0.3911099330146053	-1.1282516676333874
negative regulation of epithelial cell apoptotic process (GO:1904036)	0.5884469539086907	0.3575149053281484	1.0629874301069504
vesicle transport along actin filament (GO:0030050)	0.5897735996786773	-0.384785906292735	-1.1283337145414973
extracellular matrix organization (GO:0030198)	0.5901566610222453	0.23525968818005227	1.0613174136525292
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	0.5902487285077497	0.30173362156824557	1.0615785158211257
positive regulation of stress-activated MAPK cascade (GO:0032874)	0.5902560676972336	-0.2728069857697039	-1.1288206848166247
cellular response to organic cyclic compound (GO:0071407)	0.5910352713885132	-0.2761400090369858	-1.1291144937731818
histone mRNA catabolic process (GO:0071044)	0.5910470407629757	0.38835607489695895	1.0607287917827946
nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)	0.5912874201785827	-0.37260684854026693	-1.1252424518699728
nucleotide-excision repair, preincision complex stabilization (GO:0006293)	0.5912874201785827	-0.37260684854026693	-1.1252424518699728
bicellular tight junction assembly (GO:0070830)	0.5913875990186034	-0.32514938388000736	-1.1295725312705651
positive regulation of protein-containing complex assembly (GO:0031334)	0.5925721572456915	-0.25877309549428174	-1.1297352489253603
positive regulation of protein modification process (GO:0031401)	0.5934866767485258	-0.24827843060415236	-1.1204190463201373
regulation of cell cycle process (GO:0010564)	0.5939764884354424	-0.2600487092632128	-1.1254012355933223
negative regulation of cell adhesion (GO:0007162)	0.5940855729708069	-0.2941599294295635	-1.1207614523786646
striated muscle cell differentiation (GO:0051146)	0.5943629346743798	-0.40364267133388165	-1.1194573050839514
defense response to symbiont (GO:0140546)	0.5948004083760241	0.2587163291552514	1.0580751477111967
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	0.5948328807027181	0.2783415782974337	1.0583922949298687
negative regulation of endothelial cell proliferation (GO:0001937)	0.5948331915903644	0.31935673255362296	1.0586524773938844
protein K48-linked ubiquitination (GO:0070936)	0.5949625959282698	0.29226397187863484	1.0588571494501577
monocarboxylic acid transport (GO:0015718)	0.5949732249437786	-0.3259779160918991	-1.1215759242636296
neutrophil mediated immunity (GO:0002446)	0.5952172741462324	-0.2206276445989533	-1.123223811661616
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	0.5954458522085004	-0.3559448380074688	-1.120830057574062
regulation of mitochondrial membrane potential (GO:0051881)	0.5957243252807362	-0.32501122799300264	-1.1219109757873713
vitamin transport (GO:0051180)	0.5968448717840423	-0.3966386931263385	-1.122076137007305
response to UV (GO:0009411)	0.5973894358308369	0.2526128906304106	1.0565670712117015
negative regulation of innate immune response (GO:0045824)	0.5979634486704485	-0.3373694147076303	-1.115773672387576
response to tumor necrosis factor (GO:0034612)	0.5982227333586255	0.2704366393547974	1.0556474748349427
myofibril assembly (GO:0030239)	0.5982908424442646	-0.3646526397296323	-1.1173508025132917
regulation of response to external stimulus (GO:0032101)	0.5985863131836923	0.26468876563918436	1.055770904263036
cellular response to lipopolysaccharide (GO:0071222)	0.598978202412884	0.2599995200462625	1.0541662499154816
neuron differentiation (GO:0030182)	0.5991621090359621	0.27044400179335804	1.0543819023152654
positive regulation of mitochondrion organization (GO:0010822)	0.5993560248594897	-0.30454888632259774	-1.1158440068902167
positive regulation of protein catabolic process (GO:0045732)	0.599537584975113	0.27389120881159007	1.0548766483289693
histone H3 acetylation (GO:0043966)	0.5997301805082378	0.31363184286612106	1.0544411567961403
DNA-templated transcription, termination (GO:0006353)	0.5999577728693906	-0.28336557749469937	-1.1110348830323777
positive regulation of potassium ion transmembrane transport (GO:1901381)	0.6002675972732531	-0.3891961029824136	-1.1160439996669849
positive regulation of mitotic cell cycle phase transition (GO:1901992)	0.600491089558486	-0.28183351729188155	-1.1114380646262934
positive regulation of immune effector process (GO:0002699)	0.6008443398734626	-0.3968211313746942	-1.1101525929893876
negative regulation of cold-induced thermogenesis (GO:0120163)	0.6011911745545883	-0.32470799535824935	-1.1134361013367855
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	0.6012823077544837	-0.26605858553213946	-1.1139666365305443
regulation of protein serine/threonine kinase activity (GO:0071900)	0.6014107272833065	-0.2638121655552497	-1.1116751989274627
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	0.6016596108617674	0.26182696199246674	1.0521364636240094
mitochondrial ATP synthesis coupled proton transport (GO:0042776)	0.6017412857957147	-0.3571099823744798	-1.1088174465066876
positive regulation of cell-substrate adhesion (GO:0010811)	0.6018860813419351	0.28488649551500733	1.0526666148588169
regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)	0.6019414356215704	0.35224468119594565	1.0523206729776715
mitotic cell cycle phase transition (GO:0044772)	0.6021534053366162	-0.2344417500450644	-1.1119824333376203
regulation of complement activation (GO:0030449)	0.6023107806190252	-0.35234550547373095	-1.112550330426815
ERBB2 signaling pathway (GO:0038128)	0.6025810043368397	-0.33122192131884476	-1.1090090591256225
regulation of dendritic spine development (GO:0060998)	0.6038812299338688	0.37366430033138215	1.0509704003401932
regulation of cellular component biogenesis (GO:0044087)	0.6057551866511123	0.32267018834438493	1.0499257183948718
mitotic sister chromatid cohesion (GO:0007064)	0.606213967406734	0.38065997106340044	1.0470838339804065
cellular divalent inorganic cation homeostasis (GO:0072503)	0.6062887722742887	0.2936022070882443	1.0467712852165916
negative regulation of transport (GO:0051051)	0.6064943350777151	0.31833907184684856	1.0483903924490765
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	0.6068176460287324	0.27308282624399277	1.0485567050610392
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	0.6068181210115621	0.3304736297509	1.0471087851837428
regulation of defense response (GO:0031347)	0.6068580173663668	0.2797886555697403	1.0491606648940475
positive regulation of phosphate metabolic process (GO:0045937)	0.6070530557510274	0.35895070401380713	1.0487593336440306
endosome transport via multivesicular body sorting pathway (GO:0032509)	0.6072001878520945	0.3449476264798408	1.0478474275779264
regulation of interleukin-17 production (GO:0032660)	0.6073166112703573	0.3902623220268938	1.0472031427272646
regulation of cartilage development (GO:0061035)	0.6078099193956608	0.3799053213392756	1.0472843097379254
positive regulation of developmental growth (GO:0048639)	0.6095972478926449	0.31230121972346303	1.0450457710262293
positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)	0.6098021164763034	-0.3309294721505022	-1.1046381962342955
negative regulation of axon extension (GO:0030517)	0.6099648892865541	-0.37254414998685736	-1.105158013432515
cellular response to gamma radiation (GO:0071480)	0.610193960989083	0.37300788387888695	1.044548532451672
regulation of early endosome to late endosome transport (GO:2000641)	0.6114333697610472	0.35510642047975427	1.0434757526351928
negative regulation of cell-substrate adhesion (GO:0010812)	0.6115022032013043	0.32983682019547894	1.0437228216013068
protein localization to cilium (GO:0061512)	0.6128259670954309	-0.32994096144465407	-1.10301074932047
actin filament bundle assembly (GO:0051017)	0.613663237940424	-0.3290145594578785	-1.1015666436692824
termination of RNA polymerase I transcription (GO:0006363)	0.6140785842979145	-0.3344575859815741	-1.100135876457654
negative regulation of blood coagulation (GO:0030195)	0.614241660682013	-0.3458968991576285	-1.09788869785128
positive regulation of interleukin-1 production (GO:0032732)	0.6146231239399573	-0.3041963359830816	-1.1005284348568223
negative regulation of signal transduction (GO:0009968)	0.6149818474261001	-0.23905949358041034	-1.0970121150031795
regulation of mitochondrial fission (GO:0090140)	0.6151784558118818	-0.3624185093348624	-1.1015689883396373
nucleotide-excision repair, preincision complex assembly (GO:0006294)	0.6153029816966836	-0.33115360279950673	-1.0986026885534332
regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	0.6153970219877498	0.35671307523782037	1.0412765427402122
phosphate-containing compound metabolic process (GO:0006796)	0.6155383238753372	-0.237648632827888	-1.0991039569374967
mRNA polyadenylation (GO:0006378)	0.6155435987416309	0.3475556687622906	1.0406589763593763
RNA polyadenylation (GO:0043631)	0.6155435987416309	0.3475556687622906	1.0406589763593763
peptidyl-lysine trimethylation (GO:0018023)	0.6155616200858709	-0.3346777287094266	-1.0979449332409996
female gamete generation (GO:0007292)	0.6160316431083145	0.3849975320858272	1.0413026216875234
regulation of protein phosphorylation (GO:0001932)	0.6171167462457673	0.22862835755906305	1.0396500236380537
cell-cell junction assembly (GO:0007043)	0.6178797979454137	0.2976786344828032	1.039055738933769
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	0.6181825203926297	0.33602957241204373	1.0386779844509086
central nervous system neuron differentiation (GO:0021953)	0.6183171837644426	-0.38795031952448256	-1.0940181610522128
Wnt signaling pathway (GO:0016055)	0.6189292539123135	-0.2812983809832942	-1.0948246024114499
positive regulation of cell cycle process (GO:0090068)	0.6194003670806917	-0.2670863666861747	-1.0941535922317838
regulation of Wnt signaling pathway (GO:0030111)	0.6197083952263978	-0.2788526190170082	-1.0928664945272892
negative regulation of neurogenesis (GO:0050768)	0.6202350528388192	-0.3343929740647503	-1.0913825714908982
ATP synthesis coupled proton transport (GO:0015986)	0.6206386544302543	-0.35522515468109994	-1.091835702310577
axonogenesis (GO:0007409)	0.6215935944809633	0.23410456836457758	1.0366503067310784
mitochondrial RNA metabolic process (GO:0000959)	0.6221434773168694	0.37938562668269693	1.0366978354279788
exonucleolytic catabolism of deadenylated mRNA (GO:0043928)	0.6223351726104831	-0.31698983751923104	-1.090027848913266
recombinational repair (GO:0000725)	0.6231423047726202	-0.27020706959530283	-1.0891148905462968
regulation of mitotic spindle organization (GO:0060236)	0.6235097054956618	0.32134213012721874	1.0355982172076361
long-chain fatty acid metabolic process (GO:0001676)	0.624761345982522	0.28981728281464997	1.0348404378770475
regulation of inflammatory response (GO:0050727)	0.6250244520337549	-0.2397870070828507	-1.0872323494364513
anterograde trans-synaptic signaling (GO:0098916)	0.6252323272748935	-0.2617823529347835	-1.0866326188979234
positive regulation of myeloid cell differentiation (GO:0045639)	0.6264655535533795	-0.3195682127954381	-1.0872532876419447
anterior/posterior pattern specification (GO:0009952)	0.6268007611900825	0.3327843700313204	1.0333828852006726
regulation of cardiac conduction (GO:1903779)	0.6268670070685052	0.33458305814868694	1.033588936449254
calcium ion transport (GO:0006816)	0.6285854985949813	0.2794396539298011	1.0320614349353718
regulation of cellular protein catabolic process (GO:1903362)	0.6286157795385595	0.38744362611916267	1.0317483208363127
cellular response to calcium ion (GO:0071277)	0.6287006368751032	0.2972779333043394	1.0311999784911092
nucleotide biosynthetic process (GO:0009165)	0.6287952880644343	-0.37868147130069724	-1.08471043003283
positive regulation of nitric oxide metabolic process (GO:1904407)	0.6289979732977989	0.3552770807040532	1.0321766383237059
regulation of nuclear division (GO:0051783)	0.629042865011975	-0.35050787717184356	-1.08402701194202
positive regulation of translational initiation (GO:0045948)	0.6293080495588739	0.3841320556128097	1.031241115340825
protein O-linked mannosylation (GO:0035269)	0.6295758799549669	-0.38819834631405103	-1.083264053173991
positive regulation of intracellular transport (GO:0032388)	0.6299601642344016	0.3126640231686753	1.03045200564091
fatty acid oxidation (GO:0019395)	0.6299837172273726	-0.2960665431189631	-1.0797035623533362
proteolysis (GO:0006508)	0.6304749518364298	-0.22888629227114576	-1.0800701975508438
negative regulation of cell cycle G2/M phase transition (GO:1902750)	0.6307530648911516	-0.2885982295033731	-1.0805487665056142
cellular protein catabolic process (GO:0044257)	0.6307819012162178	0.2831008730257653	1.02788095268206
positive regulation of Notch signaling pathway (GO:0045747)	0.6311062265582639	0.3012012314639158	1.0274575814801783
cAMP-mediated signaling (GO:0019933)	0.6311252959024214	0.36830563037769654	1.0296638189132918
sulfur compound biosynthetic process (GO:0044272)	0.6311974665959971	0.26455243902350345	1.027975991010182
positive regulation of T cell migration (GO:2000406)	0.6314177290746449	-0.40329978086311075	-1.0819840201919146
sensory perception of light stimulus (GO:0050953)	0.6316388275148623	-0.2888414658379889	-1.0725191431046404
skeletal system development (GO:0001501)	0.631721333254734	-0.24776836524907742	-1.0730812566030914
in utero embryonic development (GO:0001701)	0.631778011685998	0.372099990079481	1.028016047533937
positive regulation of protein polymerization (GO:0032273)	0.6317932333863817	-0.2797809240121885	-1.0718631376158656
regulation of cellular ketone metabolic process (GO:0010565)	0.6319844030315668	-0.2825524982074517	-1.0806479960492448
regulation of vesicle-mediated transport (GO:0060627)	0.6320761748491844	0.26612358446036616	1.0287613811195395
epithelial cell differentiation (GO:0030855)	0.6322836455508559	-0.2691388609755388	-1.068991511375326
collagen fibril organization (GO:0030199)	0.6323719832931682	0.2651008471930649	1.028048894186737
ameboidal-type cell migration (GO:0001667)	0.6325092637414883	-0.31754241977156517	-1.0683160558522067
phospholipid metabolic process (GO:0006644)	0.6325757963968855	-0.2852842874996459	-1.0733176885286877
protein polyubiquitination (GO:0000209)	0.6327456513855002	0.21726254104364315	1.0287697130623696
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	0.6327479973406361	0.27158751351962795	1.028169649675129
positive regulation of cell communication (GO:0010647)	0.6328538249465423	-0.37424155087371275	-1.0698377562428178
protein homotetramerization (GO:0051289)	0.6329546504323673	0.3114256790861853	1.026359982229152
positive regulation of synaptic transmission (GO:0050806)	0.6330542594250923	-0.29585729731107424	-1.080819865964152
heterochromatin assembly (GO:0031507)	0.6331260666270098	-0.3504534041557573	-1.0691575348562243
positive regulation of kinase activity (GO:0033674)	0.6332916092948168	-0.2647657191471907	-1.0741730456790355
cell morphogenesis involved in neuron differentiation (GO:0048667)	0.6333594400332415	-0.28272495541451775	-1.0747094979755594
cellular macromolecule biosynthetic process (GO:0034645)	0.6333934817057748	-0.21754067746443423	-1.066434367071632
inositol phosphate metabolic process (GO:0043647)	0.6334563744862214	-0.29862271917993655	-1.0701355837796735
positive regulation of interleukin-1 beta production (GO:0032731)	0.6336823554579805	-0.3115972167833514	-1.0734523038884123
regulation of viral genome replication (GO:0045069)	0.6337382933312345	-0.27746451956577817	-1.0668175190460683
chondroitin sulfate metabolic process (GO:0030204)	0.6337465272048841	-0.36156527541998507	-1.0756357583455143
negative regulation of response to biotic stimulus (GO:0002832)	0.6338703717589599	-0.33141291574340664	-1.0672862903561118
regulation of actin polymerization or depolymerization (GO:0008064)	0.6342162081547502	-0.33143320993710307	-1.0656552647066766
regulation of establishment of planar polarity (GO:0090175)	0.6343407705822345	-0.26911378971687044	-1.0748640726537708
negative regulation of epithelial cell migration (GO:0010633)	0.6345242044079871	-0.3239002216277599	-1.0702904177974688
regulation of p38MAPK cascade (GO:1900744)	0.6348587696147786	-0.3245656783779181	-1.0757652811718692
negative regulation of cellular protein metabolic process (GO:0032269)	0.6349804186297486	0.26391811317578623	1.0251419322288458
supramolecular fiber organization (GO:0097435)	0.6351890303142291	0.21766242931009455	1.0243928532106423
regulation of ion transport (GO:0043269)	0.6353870528905794	-0.3176404097265931	-1.0770913581466472
regulation of ossification (GO:0030278)	0.6357640847840504	0.32520905070433326	1.0244328305046217
mRNA cis splicing, via spliceosome (GO:0045292)	0.6357728618603871	-0.40095180853444756	-1.075912070355503
regulation of developmental growth (GO:0048638)	0.6369045771947951	-0.3477567360479927	-1.0760297395050895
calcium ion homeostasis (GO:0055074)	0.636952829643593	0.29679639235530525	1.0233773325639182
vasculogenesis (GO:0001570)	0.6373707574191642	0.3238010875650569	1.0229166504449547
histone H2A monoubiquitination (GO:0035518)	0.6375873463317517	0.37246386825655453	1.0219467003076619
protein monoubiquitination (GO:0006513)	0.6376314805666525	0.29379671768165183	1.0225039068602262
defense response to Gram-negative bacterium (GO:0050829)	0.6381318629504419	0.33142674176389	1.022023484607188
regulation of T cell activation (GO:0050863)	0.6391351957428634	-0.3211743006587068	-1.0632348129509335
regulation of ERBB signaling pathway (GO:1901184)	0.6403279413619293	0.3528826796796791	1.0204310717982645
maintenance of protein localization in organelle (GO:0072595)	0.6420989067641599	0.36134932412299425	1.0193241704679588
tight junction assembly (GO:0120192)	0.6425861425074036	-0.29061367260510995	-1.0614938160978717
regulation of neurotransmitter secretion (GO:0046928)	0.6433466893247871	-0.3544726628308517	-1.0606897363032888
regulation of mRNA polyadenylation (GO:1900363)	0.6434176089679047	0.3758778895411302	1.018611081473852
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	0.6436463326396383	0.2940711820606616	1.0181480793220983
regulation of viral release from host cell (GO:1902186)	0.643974594538187	0.35515900341803097	1.016511622310508
non-motile cilium assembly (GO:1905515)	0.6440437770182563	0.32479008527313075	1.0170179039938982
positive regulation of nitric oxide biosynthetic process (GO:0045429)	0.6441788920541717	0.35835575681439785	1.0175884926175502
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	0.6445374573993594	0.32462531905848463	1.017109895857713
regulation of actin filament-based process (GO:0032970)	0.6445563763473207	0.2771477107306487	1.0165496293101985
transcription by RNA polymerase III (GO:0006383)	0.6449846047604658	-0.3287773009284206	-1.0594977910687178
negative regulation of endothelial cell migration (GO:0010596)	0.6459739348542372	-0.3095261417908132	-1.057826504872664
establishment of protein localization to endoplasmic reticulum (GO:0072599)	0.6461125184374878	0.35725852863347934	1.015312437254924
negative regulation of osteoblast differentiation (GO:0045668)	0.6461943986853611	0.3485734899689793	1.0149929198164405
RNA biosynthetic process (GO:0032774)	0.6464872610453771	-0.3105519436837273	-1.0582433896156866
regulation of neuron death (GO:1901214)	0.6466281405622009	0.2722249303652739	1.013883143738179
cellular response to molecule of bacterial origin (GO:0071219)	0.646649254896254	0.24784836443361796	1.0144888051258478
cell junction assembly (GO:0034329)	0.6469138154839171	0.26861997802505133	1.0140596606113736
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	0.6473856623251373	0.32580632947955845	1.0130450868260348
iron ion homeostasis (GO:0055072)	0.6476046773111934	-0.2819882777972371	-1.0566171263924047
signal transduction in response to DNA damage (GO:0042770)	0.6476774375113213	0.27638540920610866	1.0132097033386176
positive regulation of immunoglobulin production (GO:0002639)	0.6491507697385321	0.3286679402630223	1.0120456478364372
positive regulation of insulin secretion (GO:0032024)	0.6501358023498529	0.3379831390556636	1.0110549148187793
cell chemotaxis (GO:0060326)	0.6504472019352406	0.31505975051713314	1.011177962036939
mRNA metabolic process (GO:0016071)	0.6528358141575974	0.2534641898463327	1.0092853493561502
protein targeting to ER (GO:0045047)	0.6529496938640185	0.24840682941177172	1.009530656964746
positive regulation of cellular component biogenesis (GO:0044089)	0.6530845086793773	-0.2590607364402991	-1.0541693423985856
protein localization to chromosome, telomeric region (GO:0070198)	0.6538149868347426	-0.35724350996987153	-1.051219358536353
regulation of proteolysis (GO:0030162)	0.6538580401556078	-0.2800035935229275	-1.0534270409663695
regulation of endopeptidase activity (GO:0052548)	0.6548784026197378	-0.2848308113986322	-1.0513472487854367
negative regulation of viral genome replication (GO:0045071)	0.6550085863312903	-0.2806798011739034	-1.05245294437307
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	0.6558198659292247	-0.26638358199359025	-1.0515650255883453
monocarboxylic acid metabolic process (GO:0032787)	0.6558536843666397	-0.2504697083003883	-1.049922658839223
regulation of microtubule depolymerization (GO:0031114)	0.6581847240962313	0.3481958320917829	1.0068151782803547
regulation of protein ubiquitination (GO:0031396)	0.6584218641163849	0.24645972938711205	1.005525623900661
positive regulation of T cell mediated cytotoxicity (GO:0001916)	0.6586695109025735	0.3612493169518305	1.0057297424297604
spliceosomal complex assembly (GO:0000245)	0.6588650342055997	0.29858780844049254	1.0059454873949567
programmed necrotic cell death (GO:0097300)	0.6589672858775256	0.3748016424913246	1.0061941922431095
ion transport (GO:0006811)	0.6590522592152884	0.26911617787023046	1.0046259042083883
regulation of calcium ion transmembrane transporter activity (GO:1901019)	0.6595915786291036	0.37431429247777026	1.0046780051406303
epithelial tube morphogenesis (GO:0060562)	0.6598988729116172	0.30383200761573975	1.0040048829897517
activation of protein kinase activity (GO:0032147)	0.6603709893377359	0.24613287329809905	1.001631923197828
peptidyl-lysine dimethylation (GO:0018027)	0.6609817638356119	0.3571371882523262	1.001653371841938
visual system development (GO:0150063)	0.6611506081886277	0.3423503759564301	1.0032705744593777
negative regulation of ERK1 and ERK2 cascade (GO:0070373)	0.6612519883301891	0.30104311250524673	1.0021262615551476
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	0.661319742818635	0.23250804626672747	1.002893428620947
sodium ion transport (GO:0006814)	0.6614253785082421	0.3084022183203827	0.9985473279235041
positive regulation of protein transport (GO:0051222)	0.6614599506067177	0.27218736592033305	1.002337896908124
regulation of lipid storage (GO:0010883)	0.6615301895462928	0.35400865154969485	1.0016987808537992
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	0.6615581335837407	0.31902103694496875	1.0025633745226539
positive regulation of dendrite morphogenesis (GO:0050775)	0.6617099479959208	0.34334375959239233	1.0008423841664775
DNA packaging (GO:0006323)	0.6618370190486074	0.3578764723990871	0.9986662986676589
positive regulation of BMP signaling pathway (GO:0030513)	0.6620712766198183	0.3427959422041481	0.9979820843584382
cellular response to fibroblast growth factor stimulus (GO:0044344)	0.6623640884629062	0.26364836949471215	0.9987314829836019
defense response to virus (GO:0051607)	0.6628792862800651	0.2383451848184988	0.9968305801598772
negative regulation of telomere maintenance (GO:0032205)	0.6629610587879704	0.3606910305651856	0.9987780563304165
protein homooligomerization (GO:0051260)	0.6630981681378567	0.25564417913127985	0.9972412976568998
protein autoubiquitination (GO:0051865)	0.6631140222335761	0.2663941652805866	0.9969784851557985
regulation of DNA-templated transcription, elongation (GO:0032784)	0.663478875407917	0.32550609628187144	0.9988440535512525
positive regulation of reproductive process (GO:2000243)	0.663956048970363	0.3668587833026951	0.9995426575875387
regulation of leukocyte chemotaxis (GO:0002688)	0.6639654166319324	0.38535810211603877	0.9992329492015182
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	0.6641299343001126	0.22753239911719336	0.9988589469148151
positive regulation of signal transduction by p53 class mediator (GO:1901798)	0.6643579764886055	0.3446539594270795	0.9952858324817689
regulation of microtubule cytoskeleton organization (GO:0070507)	0.664752619943077	0.30542414337392615	0.9953978035841186
actin filament organization (GO:0007015)	0.6649591868476961	0.24323117298647096	0.9944367205406904
regulation of dendritic spine morphogenesis (GO:0061001)	0.6651891676358631	0.30655317395325365	0.9946193093968693
plasma membrane invagination (GO:0099024)	0.6653016593698448	0.3527501031771167	0.9954545063987403
steroid hormone biosynthetic process (GO:0120178)	0.6655447130064279	0.34059381142131395	0.9938927504253677
N-terminal protein amino acid acetylation (GO:0006474)	0.6668145731158934	0.35033731965049364	0.9924009318570718
eye morphogenesis (GO:0048592)	0.6668867367228548	0.3576796045566186	0.9929752623459703
cartilage development (GO:0051216)	0.667265792128422	0.3103424301492232	0.9924996693071118
cell projection organization (GO:0030030)	0.6693520118724884	0.33039437579386977	0.9910238141542909
actomyosin structure organization (GO:0031032)	0.6695041364448372	-0.2858050771484015	-1.0440747881391153
T cell activation (GO:0042110)	0.6700177463712665	0.2914226183464658	0.9901005269231542
regulation of smooth muscle cell migration (GO:0014910)	0.6703075057610969	0.35445181065809933	0.9902836027930927
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	0.6718811502081463	0.2872452777616002	0.9889559556857616
icosanoid metabolic process (GO:0006690)	0.6721911679575636	0.31144603863020387	0.9885447051373017
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	0.6727005633122806	-0.2690410014627796	-1.0412240224914404
cellular response to alcohol (GO:0097306)	0.6736677631563035	-0.31100833574046716	-1.0414090841786203
